测试用例文件路径,原结果,rust 结果,rust 当前处理方式,配置
_submodules/TypeScript/tests/cases/conformance/expressions/arrayLiterals/arrayLiterals2ES6.ts,,"arrayLiterals2ES6.ts(10,11): error TS1109: Expression expected.
arrayLiterals2ES6.ts(10,13): error TS1109: Expression expected.
arrayLiterals2ES6.ts(12,11): error TS1109: Expression expected.
arrayLiterals2ES6.ts(12,13): error TS1109: Expression expected.
arrayLiterals2ES6.ts(12,15): error TS1109: Expression expected.
arrayLiterals2ES6.ts(13,11): error TS1109: Expression expected.
arrayLiterals2ES6.ts(13,13): error TS1109: Expression expected.
arrayLiterals2ES6.ts(15,18): error TS1109: Expression expected.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/asOperator/asOperator3.ts,,"asOperator3.ts(9,13): error TS1005: ',' expected.
asOperator3.ts(10,13): error TS1005: ',' expected.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/contextualTyping/parenthesizedContexualTyping3.ts,,"parenthesizedContexualTyping3.ts(7,10): error TS2394: This overload signature is not compatible with its implementation signature.
parenthesizedContexualTyping3.ts(12,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(12,21): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(13,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(13,22): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(14,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(14,23): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(15,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(15,21): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(15,33): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(16,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(16,21): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(16,34): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(17,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(17,21): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(17,35): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(18,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(18,22): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(18,38): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(19,17): error TS1005: ',' expected.
parenthesizedContexualTyping3.ts(19,22): error TS7006: Parameter 'x' implicitly has an 'any' type.
parenthesizedContexualTyping3.ts(19,38): error TS7006: Parameter 'x' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/contextualTyping/superCallParameterContextualTyping1.ts,,"superCallParameterContextualTyping1.ts(9,27): error TS7006: Parameter 'value' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/contextualTyping/superCallParameterContextualTyping3.ts,,"superCallParameterContextualTyping3.ts(18,20): error TS7006: Parameter 'p' implicitly has an 'any' type.
superCallParameterContextualTyping3.ts(26,20): error TS7006: Parameter 'p' implicitly has an 'any' type.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/functionCalls/callWithSpreadES6.ts,,"callWithSpreadES6.ts(29,1): error TS2349: This expression is not callable.
  Type 'Function' has no call signatures.
callWithSpreadES6.ts(46,19): error TS2554: Expected 0 arguments, but got 2.
callWithSpreadES6.ts(47,28): error TS2556: A spread argument must either have a tuple type or be passed to a rest parameter.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/functionCalls/newWithSpread.ts,,"newWithSpread.ts(94,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
newWithSpread.ts(95,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
newWithSpread.ts(96,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/functionCalls/newWithSpreadES5.ts,,"newWithSpreadES5.ts(93,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
newWithSpreadES5.ts(94,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
newWithSpreadES5.ts(95,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/expressions/functionCalls/newWithSpreadES6.ts,,"newWithSpreadES6.ts(94,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
newWithSpreadES6.ts(95,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
newWithSpreadES6.ts(96,5): error TS2351: This expression is not constructable.
  Type 'C' has no construct signatures.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/functions/arrowFunctionExpressions.ts,,"arrowFunctionExpressions.ts(73,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 'g' must be of type 'any', but here has type 'string'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/identifiers/scopeResolutionIdentifiers.ts,,"scopeResolutionIdentifiers.ts(27,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'Date'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/newOperator/newOperatorConformance.ts,,"newOperatorConformance.ts(43,17): error TS2351: This expression is not constructable.
  Type 'T' has no construct signatures.
newOperatorConformance.ts(44,9): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'number'.
newOperatorConformance.ts(49,17): error TS2351: This expression is not constructable.
  Type 'T' has no construct signatures.
newOperatorConformance.ts(50,9): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'string'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/nullishCoalescingOperator/nullishCoalescingOperator_es2020.ts,,"nullishCoalescingOperator_es2020.ts(23,29): error TS2451: Cannot redeclare block-scoped variable 'c'.
nullishCoalescingOperator_es2020.ts(29,26): error TS1005: ',' expected.
nullishCoalescingOperator_es2020.ts(29,29): error TS2451: Cannot redeclare block-scoped variable 'c'.
nullishCoalescingOperator_es2020.ts(36,26): error TS1005: ',' expected.
nullishCoalescingOperator_es2020.ts(36,29): error TS2451: Cannot redeclare block-scoped variable 'c'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/objectLiterals/objectLiteralGettersAndSetters.ts,,"objectLiteralGettersAndSetters.ts(2,72): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(3,72): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(4,77): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(5,72): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(6,76): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(7,72): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(11,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 'callSig1' must be of type 'any', but here has type '{ num: (n: number) => string; }'.
objectLiteralGettersAndSetters.ts(19,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 'getter1' must be of type 'any', but here has type '{ readonly x: string; }'.
objectLiteralGettersAndSetters.ts(23,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 'getter2' must be of type 'any', but here has type '{ readonly x: string; }'.
objectLiteralGettersAndSetters.ts(27,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 'setter1' must be of type 'any', but here has type '{ x: number; }'.
objectLiteralGettersAndSetters.ts(31,5): error TS2403: Subsequent variable declarations must have the same type.  Variable 'setter2' must be of type 'any', but here has type '{ x: any; }'.
objectLiteralGettersAndSetters.ts(45,17): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'string', but here has type 'any'.
objectLiteralGettersAndSetters.ts(52,17): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'string', but here has type 'any'.
objectLiteralGettersAndSetters.ts(62,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'y' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(70,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'y' must be of type 'any', but here has type 'string'.
objectLiteralGettersAndSetters.ts(79,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'y' must be of type 'any', but here has type 'string'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/optionalChaining/optionalChainingInference.ts,,"optionalChainingInference.ts(12,26): error TS2345: Argument of type '{ value: number | undefined; }' is not assignable to parameter of type '{ value: T | undefined; }'.
  Types of property 'value' are incompatible.
    Type 'number | undefined' is not assignable to type 'T | undefined'.
      Type 'number' is not assignable to type 'T | undefined'.
optionalChainingInference.ts(15,26): error TS2345: Argument of type '{ value: number | undefined; }' is not assignable to parameter of type '{ value: T | undefined; }'.
  Types of property 'value' are incompatible.
    Type 'number | undefined' is not assignable to type 'T | undefined'.
      Type 'number' is not assignable to type 'T | undefined'.
optionalChainingInference.ts(30,26): error TS2345: Argument of type '{ value: number; }' is not assignable to parameter of type '{ value: T | undefined; }'.
  Types of property 'value' are incompatible.
    Type 'number' is not assignable to type 'T | undefined'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/superCalls/superCalls.ts,,"superCalls.ts(16,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'p' must be of type 'any', but here has type 'void'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/superPropertyAccess/superPropertyAccessNoError.ts,,"superPropertyAccessNoError.ts(27,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'x' must be of type 'any', but here has type 'string'.
superPropertyAccessNoError.ts(32,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'x' must be of type 'any', but here has type 'string'.
superPropertyAccessNoError.ts(38,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'x' must be of type 'any', but here has type 'string'.
superPropertyAccessNoError.ts(44,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'x' must be of type 'any', but here has type 'string'.
superPropertyAccessNoError.ts(49,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'x' must be of type 'any', but here has type 'number'.
superPropertyAccessNoError.ts(54,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'x' must be of type 'any', but here has type 'number'.
superPropertyAccessNoError.ts(60,13): error TS2403: Subsequent variable declarations must have the same type.  Variable 'x' must be of type 'any', but here has type 'number'.
",,target=es2015
_submodules/TypeScript/tests/cases/conformance/expressions/typeAssertions/constAssertionOnEnum.ts,,"more.ts(2,1): error TS1355: A 'const' assertion can only be applied to references to enum members, or string, number, boolean, array, or object literals.
ns.ts(3,5): error TS1355: A 'const' assertion can only be applied to references to enum members, or string, number, boolean, array, or object literals.
test.ts(7,11): error TS1355: A 'const' assertion can only be applied to references to enum members, or string, number, boolean, array, or object literals.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/typeGuards/typeGuardFunction.ts,,"typeGuardFunction.ts(30,13): error TS2551: Property 'propC' does not exist on type 'A'. Did you mean 'propA'?
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/typeGuards/typeGuardFunctionOfFormThis.ts,,"typeGuardFunctionOfFormThis.ts(20,7): error TS2339: Property 'lead' does not exist on type 'RoyalGuard'.
typeGuardFunctionOfFormThis.ts(23,7): error TS2339: Property 'follow' does not exist on type 'RoyalGuard'.
typeGuardFunctionOfFormThis.ts(30,7): error TS2339: Property 'lead' does not exist on type 'GuardInterface'.
typeGuardFunctionOfFormThis.ts(33,7): error TS2339: Property 'follow' does not exist on type 'GuardInterface'.
typeGuardFunctionOfFormThis.ts(78,11): error TS2339: Property 'defend' does not exist on type 'ArrowGuard'.
typeGuardFunctionOfFormThis.ts(81,11): error TS2339: Property 'heal' does not exist on type 'ArrowGuard'.
typeGuardFunctionOfFormThis.ts(102,20): error TS2339: Property 'broken' does not exist on type 'object'.
typeGuardFunctionOfFormThis.ts(105,20): error TS2339: Property 'spoiled' does not exist on type 'object'.
typeGuardFunctionOfFormThis.ts(132,11): error TS2339: Property 'follow' does not exist on type 'MimicGuard'.
",,default
_submodules/TypeScript/tests/cases/conformance/expressions/typeGuards/typeGuardIntersectionTypes.ts,,"typeGuardIntersectionTypes.ts(45,5): error TS2322: Type 'B' is not assignable to type 'A & B | null'.
  Property 'a' is missing in type 'B' but required in type 'A'.
typeGuardIntersectionTypes.ts(61,43): error TS2322: Type 'Beast' is not assignable to type 'boolean'.
typeGuardIntersectionTypes.ts(62,44): error TS2322: Type 'Beast' is not assignable to type 'boolean'.
typeGuardIntersectionTypes.ts(72,23): error TS2339: Property 'legs' does not exist on type 'Winged'.
typeGuardIntersectionTypes.ts(75,28): error TS2339: Property 'legs' does not exist on type 'Winged'.
typeGuardIntersectionTypes.ts(79,40): error TS2339: Property 'legs' does not exist on type 'Winged'.
",,default
