key,seconds
compiler/jsExportAssignmentNonMutableLocation.ts,0.10
compiler/jsExportMemberMergedWithModuleAugmentation.ts,0.10
compiler/jsExportMemberMergedWithModuleAugmentation2.ts,0.10
compiler/jsExportMemberMergedWithModuleAugmentation3.ts,0.10
compiler/jsExportsImportedIntoTsxLosesTypeInfo.tsx,0.10
compiler/jsExtendsImplicitAny.ts,0.10
compiler/jsFileAlternativeUseOfOverloadTag.ts,0.10
compiler/jsFileClassPropertyInitalizationInObjectLiteral.ts,0.10
compiler/jsFileClassPropertyType.ts,0.10
compiler/jsFileClassPropertyType2.ts,0.10
compiler/jsFileClassPropertyType3.ts,0.10
compiler/jsFileClassSelfReferencedProperty.ts,0.10
compiler/jsFileCompilationAbstractModifier.ts,0.10
compiler/jsFileCompilationAmbientVarDeclarationSyntax.ts,0.10
compiler/jsFileCompilationAwaitModifier.ts,0.10
compiler/jsFileCompilationBindDeepExportsAssignment.ts,0.10
compiler/jsFileCompilationBindDuplicateIdentifier.ts,0.10
compiler/jsFileCompilationBindErrors.ts,0.10
